"EAD AVE","FID AVE","EAD 1","FID 1"
0.17041,0.13916,0.17041,0.13916
0.17041,0.13916,0.17041,0.13916
0.17041,0.13916,0.17041,0.13916
0.17041,0.13916,0.17041,0.13916
0.152832,0.140137,0.152832,0.140137
0.152832,0.140137,0.152832,0.140137
0.152832,0.140137,0.152832,0.140137
0.152832,0.140137,0.152832,0.140137
0.152832,0.140137,0.152832,0.140137
0.152832,0.140137,0.152832,0.140137
0.152832,0.140137,0.152832,0.140137
0.152832,0.140137,0.152832,0.140137
0.152832,0.140137,0.152832,0.140137
0.152832,0.140137,0.152832,0.140137
0.118652,0.141113,0.118652,0.141113
0.118652,0.141113,0.118652,0.141113
0.118652,0.141113,0.118652,0.141113
0.118652,0.141113,0.118652,0.141113
0.118652,0.141113,0.118652,0.141113
0.118652,0.141113,0.118652,0.141113
0.118652,0.141113,0.118652,0.141113
0.118652,0.141113,0.118652,0.141113
0.118652,0.141113,0.118652,0.141113
0.118652,0.141113,0.118652,0.141113
0.108887,0.140137,0.108887,0.140137
0.108887,0.140137,0.108887,0.140137
0.108887,0.140137,0.108887,0.140137
0.108887,0.140137,0.108887,0.140137
0.108887,0.140137,0.108887,0.140137
0.108887,0.140137,0.108887,0.140137
0.108887,0.140137,0.108887,0.140137
0.108887,0.140137,0.108887,0.140137
0.108887,0.140137,0.108887,0.140137
0.108887,0.140137,0.108887,0.140137
0.120605,0.141113,0.120605,0.141113
0.120605,0.141113,0.120605,0.141113
0.120605,0.141113,0.120605,0.141113
0.120605,0.141113,0.120605,0.141113
0.120605,0.141113,0.120605,0.141113
0.120605,0.141113,0.120605,0.141113
0.120605,0.141113,0.120605,0.141113
0.120605,0.141113,0.120605,0.141113
0.120605,0.141113,0.120605,0.141113
0.120605,0.141113,0.120605,0.141113
0.133301,0.141113,0.133301,0.141113
0.133301,0.141113,0.133301,0.141113
0.133301,0.141113,0.133301,0.141113
0.133301,0.141113,0.133301,0.141113
0.133301,0.141113,0.133301,0.141113
0.133301,0.141113,0.133301,0.141113
0.133301,0.141113,0.133301,0.141113
0.133301,0.141113,0.133301,0.141113
0.133301,0.141113,0.133301,0.141113
0.133301,0.141113,0.133301,0.141113
0.123535,0.13916,0.123535,0.13916
0.123535,0.13916,0.123535,0.13916
0.123535,0.13916,0.123535,0.13916
0.123535,0.13916,0.123535,0.13916
0.123535,0.13916,0.123535,0.13916
0.123535,0.13916,0.123535,0.13916
0.123535,0.13916,0.123535,0.13916
0.123535,0.13916,0.123535,0.13916
0.123535,0.13916,0.123535,0.13916
0.123535,0.13916,0.123535,0.13916
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0874023,0.14209,0.0874023,0.14209
0.0776367,0.141113,0.0776367,0.141113
0.0776367,0.141113,0.0776367,0.141113
0.0776367,0.141113,0.0776367,0.141113
0.0776367,0.141113,0.0776367,0.141113
0.0776367,0.141113,0.0776367,0.141113
0.0776367,0.141113,0.0776367,0.141113
0.0776367,0.141113,0.0776367,0.141113
0.0776367,0.141113,0.0776367,0.141113
0.0776367,0.141113,0.0776367,0.141113
0.0776367,0.141113,0.0776367,0.141113
0.0932617,0.14209,0.0932617,0.14209
0.0932617,0.14209,0.0932617,0.14209
0.0932617,0.14209,0.0932617,0.14209
0.0932617,0.14209,0.0932617,0.14209
0.0932617,0.14209,0.0932617,0.14209
0.0932617,0.14209,0.0932617,0.14209
0.0932617,0.14209,0.0932617,0.14209
0.0932617,0.14209,0.0932617,0.14209
0.0932617,0.14209,0.0932617,0.14209
0.0932617,0.14209,0.0932617,0.14209
0.0786133,0.140137,0.0786133,0.140137
0.0786133,0.140137,0.0786133,0.140137
0.0786133,0.140137,0.0786133,0.140137
0.0786133,0.140137,0.0786133,0.140137
0.0786133,0.140137,0.0786133,0.140137
0.0786133,0.140137,0.0786133,0.140137
0.0786133,0.140137,0.0786133,0.140137
0.0786133,0.140137,0.0786133,0.140137
0.0786133,0.140137,0.0786133,0.140137
0.0786133,0.140137,0.0786133,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.0805664,0.140137,0.0805664,0.140137
0.0805664,0.140137,0.0805664,0.140137
0.0805664,0.140137,0.0805664,0.140137
0.0805664,0.140137,0.0805664,0.140137
0.0805664,0.140137,0.0805664,0.140137
0.0805664,0.140137,0.0805664,0.140137
0.0805664,0.140137,0.0805664,0.140137
0.0805664,0.140137,0.0805664,0.140137
0.0805664,0.140137,0.0805664,0.140137
0.0805664,0.140137,0.0805664,0.140137
0.090332,0.14209,0.090332,0.14209
0.090332,0.14209,0.090332,0.14209
0.090332,0.14209,0.090332,0.14209
0.090332,0.14209,0.090332,0.14209
0.090332,0.14209,0.090332,0.14209
0.090332,0.14209,0.090332,0.14209
0.090332,0.14209,0.090332,0.14209
0.090332,0.14209,0.090332,0.14209
0.090332,0.14209,0.090332,0.14209
0.090332,0.14209,0.090332,0.14209
0.0678711,0.14209,0.0678711,0.14209
0.0678711,0.14209,0.0678711,0.14209
0.0678711,0.14209,0.0678711,0.14209
0.0678711,0.14209,0.0678711,0.14209
0.0678711,0.14209,0.0678711,0.14209
0.0678711,0.14209,0.0678711,0.14209
0.0678711,0.14209,0.0678711,0.14209
0.0678711,0.14209,0.0678711,0.14209
0.0678711,0.14209,0.0678711,0.14209
0.0678711,0.14209,0.0678711,0.14209
0.0473633,0.14209,0.0473633,0.14209
0.0473633,0.14209,0.0473633,0.14209
0.0473633,0.14209,0.0473633,0.14209
0.0473633,0.14209,0.0473633,0.14209
0.0473633,0.14209,0.0473633,0.14209
0.0473633,0.14209,0.0473633,0.14209
0.0473633,0.14209,0.0473633,0.14209
0.0473633,0.14209,0.0473633,0.14209
0.0473633,0.14209,0.0473633,0.14209
0.0473633,0.14209,0.0473633,0.14209
0.0610352,0.14209,0.0610352,0.14209
0.0610352,0.14209,0.0610352,0.14209
0.0610352,0.14209,0.0610352,0.14209
0.0610352,0.14209,0.0610352,0.14209
0.0610352,0.14209,0.0610352,0.14209
0.0610352,0.14209,0.0610352,0.14209
0.0610352,0.14209,0.0610352,0.14209
0.0610352,0.14209,0.0610352,0.14209
0.0610352,0.14209,0.0610352,0.14209
0.0610352,0.14209,0.0610352,0.14209
0.090332,0.141113,0.090332,0.141113
0.090332,0.141113,0.090332,0.141113
0.090332,0.141113,0.090332,0.141113
0.090332,0.141113,0.090332,0.141113
0.090332,0.141113,0.090332,0.141113
0.090332,0.141113,0.090332,0.141113
0.090332,0.141113,0.090332,0.141113
0.090332,0.141113,0.090332,0.141113
0.090332,0.141113,0.090332,0.141113
0.090332,0.141113,0.090332,0.141113
0.11084,0.14209,0.11084,0.14209
0.11084,0.14209,0.11084,0.14209
0.11084,0.14209,0.11084,0.14209
0.11084,0.14209,0.11084,0.14209
0.11084,0.14209,0.11084,0.14209
0.11084,0.14209,0.11084,0.14209
0.11084,0.14209,0.11084,0.14209
0.11084,0.14209,0.11084,0.14209
0.11084,0.14209,0.11084,0.14209
0.11084,0.14209,0.11084,0.14209
0.0942383,0.141113,0.0942383,0.141113
0.0942383,0.141113,0.0942383,0.141113
0.0942383,0.141113,0.0942383,0.141113
0.0942383,0.141113,0.0942383,0.141113
0.0942383,0.141113,0.0942383,0.141113
0.0942383,0.141113,0.0942383,0.141113
0.0942383,0.141113,0.0942383,0.141113
0.0942383,0.141113,0.0942383,0.141113
0.0942383,0.141113,0.0942383,0.141113
0.0942383,0.141113,0.0942383,0.141113
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.074707,0.140137,0.074707,0.140137
0.0708008,0.141113,0.0708008,0.141113
0.0708008,0.141113,0.0708008,0.141113
0.0708008,0.141113,0.0708008,0.141113
0.0708008,0.141113,0.0708008,0.141113
0.0708008,0.141113,0.0708008,0.141113
0.0708008,0.141113,0.0708008,0.141113
0.0708008,0.141113,0.0708008,0.141113
0.0708008,0.141113,0.0708008,0.141113
0.0708008,0.141113,0.0708008,0.141113
0.0708008,0.141113,0.0708008,0.141113
0.0854492,0.140137,0.0854492,0.140137
0.0854492,0.140137,0.0854492,0.140137
0.0854492,0.140137,0.0854492,0.140137
0.0854492,0.140137,0.0854492,0.140137
0.0854492,0.140137,0.0854492,0.140137
0.0854492,0.140137,0.0854492,0.140137
0.0854492,0.140137,0.0854492,0.140137
0.0854492,0.140137,0.0854492,0.140137
0.0854492,0.140137,0.0854492,0.140137
0.0854492,0.140137,0.0854492,0.140137
0.0932617,0.141113,0.0932617,0.141113
0.0932617,0.141113,0.0932617,0.141113
0.0932617,0.141113,0.0932617,0.141113
0.0932617,0.141113,0.0932617,0.141113
0.0932617,0.141113,0.0932617,0.141113
0.0932617,0.141113,0.0932617,0.141113
0.0932617,0.141113,0.0932617,0.141113
0.0932617,0.141113,0.0932617,0.141113
0.0932617,0.141113,0.0932617,0.141113
0.0932617,0.141113,0.0932617,0.141113
0.134277,0.141113,0.134277,0.141113
0.134277,0.141113,0.134277,0.141113
0.134277,0.141113,0.134277,0.141113
0.134277,0.141113,0.134277,0.141113
0.134277,0.141113,0.134277,0.141113
0.134277,0.141113,0.134277,0.141113
0.134277,0.141113,0.134277,0.141113
0.134277,0.141113,0.134277,0.141113
0.134277,0.141113,0.134277,0.141113
0.134277,0.141113,0.134277,0.141113
0.144043,0.140137,0.144043,0.140137
0.144043,0.140137,0.144043,0.140137
0.144043,0.140137,0.144043,0.140137
0.144043,0.140137,0.144043,0.140137
0.144043,0.140137,0.144043,0.140137
0.144043,0.140137,0.144043,0.140137
0.144043,0.140137,0.144043,0.140137
0.144043,0.140137,0.144043,0.140137
0.144043,0.140137,0.144043,0.140137
0.144043,0.140137,0.144043,0.140137
0.11084,0.140137,0.11084,0.140137
0.11084,0.140137,0.11084,0.140137
0.11084,0.140137,0.11084,0.140137
0.11084,0.140137,0.11084,0.140137
0.11084,0.140137,0.11084,0.140137
0.11084,0.140137,0.11084,0.140137
0.11084,0.140137,0.11084,0.140137
0.11084,0.140137,0.11084,0.140137
0.11084,0.140137,0.11084,0.140137
0.11084,0.140137,0.11084,0.140137
0.117676,0.140137,0.117676,0.140137
0.117676,0.140137,0.117676,0.140137
0.117676,0.140137,0.117676,0.140137
0.117676,0.140137,0.117676,0.140137
0.117676,0.140137,0.117676,0.140137
0.117676,0.140137,0.117676,0.140137
0.117676,0.140137,0.117676,0.140137
0.117676,0.140137,0.117676,0.140137
0.117676,0.140137,0.117676,0.140137
0.117676,0.140137,0.117676,0.140137
0.081543,0.14209,0.081543,0.14209
0.081543,0.14209,0.081543,0.14209
0.081543,0.14209,0.081543,0.14209
0.081543,0.14209,0.081543,0.14209
0.081543,0.14209,0.081543,0.14209
0.081543,0.14209,0.081543,0.14209
0.081543,0.14209,0.081543,0.14209
0.081543,0.14209,0.081543,0.14209
0.081543,0.14209,0.081543,0.14209
0.081543,0.14209,0.081543,0.14209
0.103027,0.141113,0.103027,0.141113
0.103027,0.141113,0.103027,0.141113
0.103027,0.141113,0.103027,0.141113
0.103027,0.141113,0.103027,0.141113
0.103027,0.141113,0.103027,0.141113
0.103027,0.141113,0.103027,0.141113
0.103027,0.141113,0.103027,0.141113
0.103027,0.141113,0.103027,0.141113
0.103027,0.141113,0.103027,0.141113
0.103027,0.141113,0.103027,0.141113
0.0786133,0.13916,0.0786133,0.13916
0.0786133,0.13916,0.0786133,0.13916
0.0786133,0.13916,0.0786133,0.13916
0.0786133,0.13916,0.0786133,0.13916
0.0786133,0.13916,0.0786133,0.13916
0.0786133,0.13916,0.0786133,0.13916
0.0786133,0.13916,0.0786133,0.13916
0.0786133,0.13916,0.0786133,0.13916
0.0786133,0.13916,0.0786133,0.13916
0.0786133,0.13916,0.0786133,0.13916
0.0727539,0.14209,0.0727539,0.14209
0.0727539,0.14209,0.0727539,0.14209
0.0727539,0.14209,0.0727539,0.14209
0.0727539,0.14209,0.0727539,0.14209
0.0727539,0.14209,0.0727539,0.14209
0.0727539,0.14209,0.0727539,0.14209
0.0727539,0.14209,0.0727539,0.14209
0.0727539,0.14209,0.0727539,0.14209
0.0727539,0.14209,0.0727539,0.14209
0.0727539,0.14209,0.0727539,0.14209
0.0825195,0.141113,0.0825195,0.141113
0.0825195,0.141113,0.0825195,0.141113
0.0825195,0.141113,0.0825195,0.141113
0.0825195,0.141113,0.0825195,0.141113
0.0825195,0.141113,0.0825195,0.141113
0.0825195,0.141113,0.0825195,0.141113
0.0825195,0.141113,0.0825195,0.141113
0.0825195,0.141113,0.0825195,0.141113
0.0825195,0.141113,0.0825195,0.141113
0.0825195,0.141113,0.0825195,0.141113
0.0673828,0.139648,0.0673828,0.139648
0.0673828,0.139648,0.0673828,0.139648
0.0673828,0.139648,0.0673828,0.139648
0.0673828,0.139648,0.0673828,0.139648
0.0673828,0.139648,0.0673828,0.139648
0.0673828,0.139648,0.0673828,0.139648
0.0673828,0.139648,0.0673828,0.139648
0.0673828,0.139648,0.0673828,0.139648
0.0673828,0.139648,0.0673828,0.139648
0.0673828,0.139648,0.0673828,0.139648
0.046875,0.139648,0.046875,0.139648
0.046875,0.139648,0.046875,0.139648
0.046875,0.139648,0.046875,0.139648
0.046875,0.139648,0.046875,0.139648
0.046875,0.139648,0.046875,0.139648
0.046875,0.139648,0.046875,0.139648
0.046875,0.139648,0.046875,0.139648
0.046875,0.139648,0.046875,0.139648
0.046875,0.139648,0.046875,0.139648
0.046875,0.139648,0.046875,0.139648
-0.0458984,0.139648,-0.0458984,0.139648
-0.0458984,0.139648,-0.0458984,0.139648
-0.0458984,0.139648,-0.0458984,0.139648
-0.0458984,0.139648,-0.0458984,0.139648
-0.0458984,0.139648,-0.0458984,0.139648
-0.0458984,0.139648,-0.0458984,0.139648
-0.0458984,0.139648,-0.0458984,0.139648
-0.0458984,0.139648,-0.0458984,0.139648
-0.0458984,0.139648,-0.0458984,0.139648
-0.0458984,0.139648,-0.0458984,0.139648
-0.130859,0.140625,-0.130859,0.140625
-0.130859,0.140625,-0.130859,0.140625
-0.130859,0.140625,-0.130859,0.140625
-0.130859,0.140625,-0.130859,0.140625
-0.130859,0.140625,-0.130859,0.140625
-0.130859,0.140625,-0.130859,0.140625
-0.130859,0.140625,-0.130859,0.140625
-0.130859,0.140625,-0.130859,0.140625
-0.130859,0.140625,-0.130859,0.140625
-0.130859,0.140625,-0.130859,0.140625
-0.0917969,0.139648,-0.0917969,0.139648
-0.0917969,0.139648,-0.0917969,0.139648
-0.0917969,0.139648,-0.0917969,0.139648
-0.0917969,0.139648,-0.0917969,0.139648
-0.0917969,0.139648,-0.0917969,0.139648
-0.0917969,0.139648,-0.0917969,0.139648
-0.0917969,0.139648,-0.0917969,0.139648
-0.0917969,0.139648,-0.0917969,0.139648
-0.0917969,0.139648,-0.0917969,0.139648
-0.0917969,0.139648,-0.0917969,0.139648
-0.0947266,0.139648,-0.0947266,0.139648
-0.0947266,0.139648,-0.0947266,0.139648
-0.0947266,0.139648,-0.0947266,0.139648
-0.0947266,0.139648,-0.0947266,0.139648
-0.0947266,0.139648,-0.0947266,0.139648
-0.0947266,0.139648,-0.0947266,0.139648
-0.0947266,0.139648,-0.0947266,0.139648
-0.0947266,0.139648,-0.0947266,0.139648
-0.0947266,0.139648,-0.0947266,0.139648
-0.0947266,0.139648,-0.0947266,0.139648
-0.0649414,0.141113,-0.0649414,0.141113
-0.0649414,0.141113,-0.0649414,0.141113
-0.0649414,0.141113,-0.0649414,0.141113
-0.0649414,0.141113,-0.0649414,0.141113
-0.0649414,0.141113,-0.0649414,0.141113
-0.0649414,0.141113,-0.0649414,0.141113
-0.0649414,0.141113,-0.0649414,0.141113
-0.0649414,0.141113,-0.0649414,0.141113
-0.0649414,0.141113,-0.0649414,0.141113
-0.0649414,0.141113,-0.0649414,0.141113
-0.00634766,0.141113,-0.00634766,0.141113
-0.00634766,0.141113,-0.00634766,0.141113
-0.00634766,0.141113,-0.00634766,0.141113
-0.00634766,0.141113,-0.00634766,0.141113
-0.00634766,0.141113,-0.00634766,0.141113
-0.00634766,0.141113,-0.00634766,0.141113
-0.00634766,0.141113,-0.00634766,0.141113
-0.00634766,0.141113,-0.00634766,0.141113
-0.00634766,0.141113,-0.00634766,0.141113
-0.00634766,0.141113,-0.00634766,0.141113
0.336426,0.14209,0.336426,0.14209
0.336426,0.14209,0.336426,0.14209
0.336426,0.14209,0.336426,0.14209
0.336426,0.14209,0.336426,0.14209
0.336426,0.14209,0.336426,0.14209
0.336426,0.14209,0.336426,0.14209
0.336426,0.14209,0.336426,0.14209
0.336426,0.14209,0.336426,0.14209
0.336426,0.14209,0.336426,0.14209
0.336426,0.14209,0.336426,0.14209
0.322754,0.13916,0.322754,0.13916
0.322754,0.13916,0.322754,0.13916
0.322754,0.13916,0.322754,0.13916
0.322754,0.13916,0.322754,0.13916
0.322754,0.13916,0.322754,0.13916
0.322754,0.13916,0.322754,0.13916
0.322754,0.13916,0.322754,0.13916
0.322754,0.13916,0.322754,0.13916
0.322754,0.13916,0.322754,0.13916
0.322754,0.13916,0.322754,0.13916
0.26416,0.14209,0.26416,0.14209
0.26416,0.14209,0.26416,0.14209
0.26416,0.14209,0.26416,0.14209
0.26416,0.14209,0.26416,0.14209
0.26416,0.14209,0.26416,0.14209
0.26416,0.14209,0.26416,0.14209
0.26416,0.14209,0.26416,0.14209
0.26416,0.14209,0.26416,0.14209
0.26416,0.14209,0.26416,0.14209
0.26416,0.14209,0.26416,0.14209
0.222168,0.141113,0.222168,0.141113
0.222168,0.141113,0.222168,0.141113
0.222168,0.141113,0.222168,0.141113
0.222168,0.141113,0.222168,0.141113
0.222168,0.141113,0.222168,0.141113
0.222168,0.141113,0.222168,0.141113
0.222168,0.141113,0.222168,0.141113
0.222168,0.141113,0.222168,0.141113
0.222168,0.141113,0.222168,0.141113
0.222168,0.141113,0.222168,0.141113
0.158691,0.14209,0.158691,0.14209
0.158691,0.14209,0.158691,0.14209
0.158691,0.14209,0.158691,0.14209
0.158691,0.14209,0.158691,0.14209
0.158691,0.14209,0.158691,0.14209
0.158691,0.14209,0.158691,0.14209
0.158691,0.14209,0.158691,0.14209
0.158691,0.14209,0.158691,0.14209
0.158691,0.14209,0.158691,0.14209
0.158691,0.14209,0.158691,0.14209
0.149902,0.140137,0.149902,0.140137
0.149902,0.140137,0.149902,0.140137
0.149902,0.140137,0.149902,0.140137
0.149902,0.140137,0.149902,0.140137
0.149902,0.140137,0.149902,0.140137
0.149902,0.140137,0.149902,0.140137
0.149902,0.140137,0.149902,0.140137
0.149902,0.140137,0.149902,0.140137
0.149902,0.140137,0.149902,0.140137
0.149902,0.140137,0.149902,0.140137
0.16748,0.140137,0.16748,0.140137
0.16748,0.140137,0.16748,0.140137
0.16748,0.140137,0.16748,0.140137
0.16748,0.140137,0.16748,0.140137
0.16748,0.140137,0.16748,0.140137
0.16748,0.140137,0.16748,0.140137
0.16748,0.140137,0.16748,0.140137
0.16748,0.140137,0.16748,0.140137
0.16748,0.140137,0.16748,0.140137
0.16748,0.140137,0.16748,0.140137
0.108887,0.14209,0.108887,0.14209
0.108887,0.14209,0.108887,0.14209
0.108887,0.14209,0.108887,0.14209
0.108887,0.14209,0.108887,0.14209
